Movie Name,Storyline,clean_story
Vivekanandan Viralaanu,A seemingly normal person's dual life is upended when he becomes infamous overnight. He struggles to reconcile his new public persona with his true self.,seemingly normal person dual life upended becomes infamous overnight struggle reconcile new public persona true self
Living Large,A 12 year-old boy was bullied for his weight and he tries to turn things around by dieting and attempting to win over the girl of his dreams.,yearold boy bullied weight try turn thing around dieting attempting win girl dream
Miki,"In the 1990s post-communist Slovakia, former woods worker Miki takes his chances to start doing business at a local level and climb up the ladder to become the biggest mafia boss in the country.",postcommunist slovakia former wood worker miki take chance start business local level climb ladder become biggest mafia bos country
National Theatre Live: The Motive and the Cue,Explores acting giants Burton and Gielgud staged Hamlet on Broadway in 1964.,explores acting giant burton gielgud staged hamlet broadway
Banzo,"Plantation physician Afonso assigned to treat enslaved servants with fatal homesickness, Banzo, on an African island. Despite medical efforts, he struggles to heal their spirits on isolated hill, confronting existential challenge.",plantation physician afonso assigned treat enslaved servant fatal homesickness banzo african island despite medical effort struggle heal spirit isolated hill confronting existential challenge
What Lives Here,A Junk removal company is lured to an out-of-state project by a real estate agent promising big buck to remove the contents of a mansion with a sinister past.,junk removal company lured outofstate project real estate agent promising big buck remove content mansion sinister past
Dog Days,"The story of people connected through dogs at a veterinary hospital where there is no wind at all, getting to know each other, comforting each other, and sharing their hearts.",story people connected dog veterinary hospital wind getting know comforting sharing heart
Stabat Mater,"A twenty-year-old mother named Clara struggles with her role, finding herself unfit. She resorts to unsavory jobs and decides to abandon her daughter Amanda.",twentyyearold mother named clara struggle role finding unfit resort unsavory job decides abandon daughter amanda
The Pleasure Is Mine,What was at first a simple pursuit to regain stolen money becomes the chance for a dysfunctional family to finally reconcile.,first simple pursuit regain stolen money becomes chance dysfunctional family finally reconcile
Good Bad Things,"An entrepreneur with a physical disability reluctantly tries a dating app, leading him on a profound journey of love and self-discovery.",entrepreneur physical disability reluctantly try dating app leading profound journey love selfdiscovery
Guest from the Future,"Kolya Gerasimov is an ordinary guy: video games, rap and hanging out with friends. The last thing he worries about is the future. Until one day he himself enters the future. And not everything is easy there.",kolya gerasimov ordinary guy video game rap hanging friend last thing worry future one day enters future everything easy
Kakuda,"This horror-comedy film follows a town trapped in time by a curse and 3 of its inhabitants face a ghost that makes them question superstition, tradition and love.",horrorcomedy film follows town trapped time curse inhabitant face ghost make question superstition tradition love
